experiment,cb,ab,db,totalflow,stdev,seed
1451,1,1,0.9,500,0.3,10059
1452,1,1,1,500,0.3,33421
1453,1,0,0,500,0.5,1932
1454,1,0,0.1,500,0.5,82841
1455,1,0,0.2,500,0.5,23572
1456,1,0,0.3,500,0.5,91050
1457,1,0,0.4,500,0.5,738
1458,1,0,0.5,500,0.5,46578
1459,1,0,0.6,500,0.5,63590
1460,1,0,0.7,500,0.5,19791
1461,1,0,0.8,500,0.5,10850
1462,1,0,0.9,500,0.5,85834
1463,1,0,1,500,0.5,61116
1464,1,0.1,0,500,0.5,59274
1465,1,0.1,0.1,500,0.5,6733
1466,1,0.1,0.2,500,0.5,81479
1467,1,0.1,0.3,500,0.5,76966
1468,1,0.1,0.4,500,0.5,56370
1469,1,0.1,0.5,500,0.5,32993
1470,1,0.1,0.6,500,0.5,72679
1471,1,0.1,0.7,500,0.5,95492
1472,1,0.1,0.8,500,0.5,62275
1473,1,0.1,0.9,500,0.5,19006
1474,1,0.1,1,500,0.5,29826
1475,1,0.2,0,500,0.5,52334
1476,1,0.2,0.1,500,0.5,13128
1477,1,0.2,0.2,500,0.5,24515
1478,1,0.2,0.3,500,0.5,73186
1479,1,0.2,0.4,500,0.5,7549
1480,1,0.2,0.5,500,0.5,98803
1481,1,0.2,0.6,500,0.5,34100
1482,1,0.2,0.7,500,0.5,80901
1483,1,0.2,0.8,500,0.5,43787
1484,1,0.2,0.9,500,0.5,3000
1485,1,0.2,1,500,0.5,17880
1486,1,0.3,0,500,0.5,87675
1487,1,0.3,0.1,500,0.5,92030
1488,1,0.3,0.2,500,0.5,19664
1489,1,0.3,0.3,500,0.5,74307
1490,1,0.3,0.4,500,0.5,95382
1491,1,0.3,0.5,500,0.5,13357
1492,1,0.3,0.6,500,0.5,10220
1493,1,0.3,0.7,500,0.5,10727
1494,1,0.3,0.8,500,0.5,53212
1495,1,0.3,0.9,500,0.5,66435
1496,1,0.3,1,500,0.5,90332
1497,1,0.4,0,500,0.5,34636
1498,1,0.4,0.1,500,0.5,4360
1499,1,0.4,0.2,500,0.5,98844
1500,1,0.4,0.3,500,0.5,46593
1501,1,0.4,0.4,500,0.5,7375
1502,1,0.4,0.5,500,0.5,80785
1503,1,0.4,0.6,500,0.5,20904
1504,1,0.4,0.7,500,0.5,28603
1505,1,0.4,0.8,500,0.5,12933
1506,1,0.4,0.9,500,0.5,9900
1507,1,0.4,1,500,0.5,62677
1508,1,0.5,0,500,0.5,58341
1509,1,0.5,0.1,500,0.5,85209
1510,1,0.5,0.2,500,0.5,77798
1511,1,0.5,0.3,500,0.5,98449
1512,1,0.5,0.4,500,0.5,31286
1513,1,0.5,0.5,500,0.5,34522
1514,1,0.5,0.6,500,0.5,35401
1515,1,0.5,0.7,500,0.5,25791
1516,1,0.5,0.8,500,0.5,42922
1517,1,0.5,0.9,500,0.5,10917
1518,1,0.5,1,500,0.5,9848
1519,1,0.6,0,500,0.5,74438
1520,1,0.6,0.1,500,0.5,36696
1521,1,0.6,0.2,500,0.5,49417
1522,1,0.6,0.3,500,0.5,11452
1523,1,0.6,0.4,500,0.5,73075
1524,1,0.6,0.5,500,0.5,64924
1525,1,0.6,0.6,500,0.5,23522
1526,1,0.6,0.7,500,0.5,46360
1527,1,0.6,0.8,500,0.5,27998
1528,1,0.6,0.9,500,0.5,29459
1529,1,0.6,1,500,0.5,53225
1530,1,0.7,0,500,0.5,59920
1531,1,0.7,0.1,500,0.5,59518
1532,1,0.7,0.2,500,0.5,78928
1533,1,0.7,0.3,500,0.5,42712
1534,1,0.7,0.4,500,0.5,68423
1535,1,0.7,0.5,500,0.5,69128
1536,1,0.7,0.6,500,0.5,47124
1537,1,0.7,0.7,500,0.5,5047
1538,1,0.7,0.8,500,0.5,6762
1539,1,0.7,0.9,500,0.5,9885
1540,1,0.7,1,500,0.5,19596
1541,1,0.8,0,500,0.5,89076
1542,1,0.8,0.1,500,0.5,10564
1543,1,0.8,0.2,500,0.5,68589
1544,1,0.8,0.3,500,0.5,34086
1545,1,0.8,0.4,500,0.5,68852
1546,1,0.8,0.5,500,0.5,51765
1547,1,0.8,0.6,500,0.5,9518
1548,1,0.8,0.7,500,0.5,33261
1549,1,0.8,0.8,500,0.5,55330
1550,1,0.8,0.9,500,0.5,40627
1551,1,0.8,1,500,0.5,85965
1552,1,0.9,0,500,0.5,48831
1553,1,0.9,0.1,500,0.5,80181
1554,1,0.9,0.2,500,0.5,89560
1555,1,0.9,0.3,500,0.5,43237
1556,1,0.9,0.4,500,0.5,53046
1557,1,0.9,0.5,500,0.5,80930
1558,1,0.9,0.6,500,0.5,8705
1559,1,0.9,0.7,500,0.5,35980
1560,1,0.9,0.8,500,0.5,28457
1561,1,0.9,0.9,500,0.5,66915
1562,1,0.9,1,500,0.5,88074
1563,1,1,0,500,0.5,2977
1564,1,1,0.1,500,0.5,72656
1565,1,1,0.2,500,0.5,17610
1566,1,1,0.3,500,0.5,95187
1567,1,1,0.4,500,0.5,91989
1568,1,1,0.5,500,0.5,80247
1569,1,1,0.6,500,0.5,55214
1570,1,1,0.7,500,0.5,84645
1571,1,1,0.8,500,0.5,97780
1572,1,1,0.9,500,0.5,77789
1573,1,1,1,500,0.5,49252
1574,1,0,0,500,1,78334
1575,1,0,0.1,500,1,16047
1576,1,0,0.2,500,1,31390
1577,1,0,0.3,500,1,53943
1578,1,0,0.4,500,1,26067
1579,1,0,0.5,500,1,1537
1580,1,0,0.6,500,1,74738
1581,1,0,0.7,500,1,37959
1582,1,0,0.8,500,1,56832
1583,1,0,0.9,500,1,17779
1584,1,0,1,500,1,52214
1585,1,0.1,0,500,1,76306
1586,1,0.1,0.1,500,1,7113
1587,1,0.1,0.2,500,1,85852
1588,1,0.1,0.3,500,1,55619
1589,1,0.1,0.4,500,1,31391
1590,1,0.1,0.5,500,1,91944
1591,1,0.1,0.6,500,1,25885
1592,1,0.1,0.7,500,1,59370
1593,1,0.1,0.8,500,1,45416
1594,1,0.1,0.9,500,1,64702
1595,1,0.1,1,500,1,18935
1596,1,0.2,0,500,1,78323
1597,1,0.2,0.1,500,1,80550
1598,1,0.2,0.2,500,1,66466
1599,1,0.2,0.3,500,1,90283
1600,1,0.2,0.4,500,1,32029
1601,1,0.2,0.5,500,1,54687
1602,1,0.2,0.6,500,1,2199
1603,1,0.2,0.7,500,1,64934
1604,1,0.2,0.8,500,1,99818
1605,1,0.2,0.9,500,1,76883
1606,1,0.2,1,500,1,73542
1607,1,0.3,0,500,1,77799
1608,1,0.3,0.1,500,1,62919
1609,1,0.3,0.2,500,1,71824
1610,1,0.3,0.3,500,1,50050
1611,1,0.3,0.4,500,1,16722
1612,1,0.3,0.5,500,1,66416
1613,1,0.3,0.6,500,1,45754
1614,1,0.3,0.7,500,1,3777
1615,1,0.3,0.8,500,1,19546
1616,1,0.3,0.9,500,1,57117
1617,1,0.3,1,500,1,26481
1618,1,0.4,0,500,1,19783
1619,1,0.4,0.1,500,1,2489
1620,1,0.4,0.2,500,1,45524
1621,1,0.4,0.3,500,1,32433
1622,1,0.4,0.4,500,1,9571
1623,1,0.4,0.5,500,1,21824
1624,1,0.4,0.6,500,1,39765
1625,1,0.4,0.7,500,1,616
1626,1,0.4,0.8,500,1,53938
1627,1,0.4,0.9,500,1,69678
1628,1,0.4,1,500,1,97853
1629,1,0.5,0,500,1,25487
1630,1,0.5,0.1,500,1,71902
1631,1,0.5,0.2,500,1,92239
1632,1,0.5,0.3,500,1,96912
1633,1,0.5,0.4,500,1,85108
1634,1,0.5,0.5,500,1,47755
1635,1,0.5,0.6,500,1,60452
1636,1,0.5,0.7,500,1,5646
1637,1,0.5,0.8,500,1,92781
1638,1,0.5,0.9,500,1,54889
1639,1,0.5,1,500,1,48243
1640,1,0.6,0,500,1,65918
1641,1,0.6,0.1,500,1,63641
1642,1,0.6,0.2,500,1,61332
1643,1,0.6,0.3,500,1,94138
1644,1,0.6,0.4,500,1,89809
1645,1,0.6,0.5,500,1,29998
1646,1,0.6,0.6,500,1,95186
1647,1,0.6,0.7,500,1,13906
1648,1,0.6,0.8,500,1,69217
1649,1,0.6,0.9,500,1,36343
1650,1,0.6,1,500,1,703
1651,1,0.7,0,500,1,86281
1652,1,0.7,0.1,500,1,98052
1653,1,0.7,0.2,500,1,89060
1654,1,0.7,0.3,500,1,69264
1655,1,0.7,0.4,500,1,33099
1656,1,0.7,0.5,500,1,33794
1657,1,0.7,0.6,500,1,9610
1658,1,0.7,0.7,500,1,40594
1659,1,0.7,0.8,500,1,44993
1660,1,0.7,0.9,500,1,71428
1661,1,0.7,1,500,1,1767
1662,1,0.8,0,500,1,34945
1663,1,0.8,0.1,500,1,76686
1664,1,0.8,0.2,500,1,31613
1665,1,0.8,0.3,500,1,55284
1666,1,0.8,0.4,500,1,33596
1667,1,0.8,0.5,500,1,59605
1668,1,0.8,0.6,500,1,71664
1669,1,0.8,0.7,500,1,30461
1670,1,0.8,0.8,500,1,69837
1671,1,0.8,0.9,500,1,51739
1672,1,0.8,1,500,1,34284
1673,1,0.9,0,500,1,34587
1674,1,0.9,0.1,500,1,61793
1675,1,0.9,0.2,500,1,78893
1676,1,0.9,0.3,500,1,94583
1677,1,0.9,0.4,500,1,62540
1678,1,0.9,0.5,500,1,87391
1679,1,0.9,0.6,500,1,75161
1680,1,0.9,0.7,500,1,3388
1681,1,0.9,0.8,500,1,13969
1682,1,0.9,0.9,500,1,11170
1683,1,0.9,1,500,1,6654
1684,1,1,0,500,1,18034
1685,1,1,0.1,500,1,695
1686,1,1,0.2,500,1,27587
1687,1,1,0.3,500,1,14190
1688,1,1,0.4,500,1,41080
1689,1,1,0.5,500,1,85350
1690,1,1,0.6,500,1,7148
1691,1,1,0.7,500,1,4506
1692,1,1,0.8,500,1,20999
1693,1,1,0.9,500,1,20653
1694,1,1,1,500,1,60414
1695,1,0,0,500,0.3,13401
1696,1,0,0.1,500,0.3,84571
1697,1,0,0.2,500,0.3,56658
1698,1,0,0.3,500,0.3,28904
1699,1,0,0.4,500,0.3,7372
1700,1,0,0.5,500,0.3,7459
1701,1,0,0.6,500,0.3,88321
1702,1,0,0.7,500,0.3,5779
1703,1,0,0.8,500,0.3,13572
1704,1,0,0.9,500,0.3,28727
1705,1,0,1,500,0.3,48670
1706,1,0.1,0,500,0.3,58236
1707,1,0.1,0.1,500,0.3,93403
1708,1,0.1,0.2,500,0.3,10314
1709,1,0.1,0.3,500,0.3,11064
1710,1,0.1,0.4,500,0.3,95277
1711,1,0.1,0.5,500,0.3,80628
1712,1,0.1,0.6,500,0.3,13859
1713,1,0.1,0.7,500,0.3,49895
1714,1,0.1,0.8,500,0.3,29164
1715,1,0.1,0.9,500,0.3,10527
1716,1,0.1,1,500,0.3,8827
1717,1,0.2,0,500,0.3,23273
1718,1,0.2,0.1,500,0.3,52060
1719,1,0.2,0.2,500,0.3,33032
1720,1,0.2,0.3,500,0.3,56555
1721,1,0.2,0.4,500,0.3,11562
1722,1,0.2,0.5,500,0.3,65316
1723,1,0.2,0.6,500,0.3,79760
1724,1,0.2,0.7,500,0.3,61022
1725,1,0.2,0.8,500,0.3,15679
1726,1,0.2,0.9,500,0.3,70296
1727,1,0.2,1,500,0.3,91536
1728,1,0.3,0,500,0.3,33687
1729,1,0.3,0.1,500,0.3,80343
1730,1,0.3,0.2,500,0.3,49826
1731,1,0.3,0.3,500,0.3,40976
1732,1,0.3,0.4,500,0.3,67477
1733,1,0.3,0.5,500,0.3,13744
1734,1,0.3,0.6,500,0.3,3670
1735,1,0.3,0.7,500,0.3,87072
1736,1,0.3,0.8,500,0.3,74394
1737,1,0.3,0.9,500,0.3,100
1738,1,0.3,1,500,0.3,25975
1739,1,0.4,0,500,0.3,85283
1740,1,0.4,0.1,500,0.3,58449
1741,1,0.4,0.2,500,0.3,94349
1742,1,0.4,0.3,500,0.3,65085
1743,1,0.4,0.4,500,0.3,2063
1744,1,0.4,0.5,500,0.3,47963
1745,1,0.4,0.6,500,0.3,86675
1746,1,0.4,0.7,500,0.3,31236
1747,1,0.4,0.8,500,0.3,92913
1748,1,0.4,0.9,500,0.3,74047
1749,1,0.4,1,500,0.3,4781
1750,1,0.5,0,500,0.3,36023
1751,1,0.5,0.1,500,0.3,97999
1752,1,0.5,0.2,500,0.3,52713
1753,1,0.5,0.3,500,0.3,19428
1754,1,0.5,0.4,500,0.3,84387
1755,1,0.5,0.5,500,0.3,69029
1756,1,0.5,0.6,500,0.3,42236
1757,1,0.5,0.7,500,0.3,52190
1758,1,0.5,0.8,500,0.3,19674
1759,1,0.5,0.9,500,0.3,44127
1760,1,0.5,1,500,0.3,13099
1761,1,0.6,0,500,0.3,97701
1762,1,0.6,0.1,500,0.3,93510
1763,1,0.6,0.2,500,0.3,72138
1764,1,0.6,0.3,500,0.3,89795
1765,1,0.6,0.4,500,0.3,40836
1766,1,0.6,0.5,500,0.3,52593
1767,1,0.6,0.6,500,0.3,63575
1768,1,0.6,0.7,500,0.3,16139
1769,1,0.6,0.8,500,0.3,83104
1770,1,0.6,0.9,500,0.3,1887
1771,1,0.6,1,500,0.3,47427
1772,1,0.7,0,500,0.3,22322
1773,1,0.7,0.1,500,0.3,42604
1774,1,0.7,0.2,500,0.3,12102
1775,1,0.7,0.3,500,0.3,65102
1776,1,0.7,0.4,500,0.3,53347
1777,1,0.7,0.5,500,0.3,65331
1778,1,0.7,0.6,500,0.3,61700
1779,1,0.7,0.7,500,0.3,29960
1780,1,0.7,0.8,500,0.3,84792
1781,1,0.7,0.9,500,0.3,59382
1782,1,0.7,1,500,0.3,13901
1783,1,0.8,0,500,0.3,36148
1784,1,0.8,0.1,500,0.3,20049
1785,1,0.8,0.2,500,0.3,42377
1786,1,0.8,0.3,500,0.3,78287
1787,1,0.8,0.4,500,0.3,65065
1788,1,0.8,0.5,500,0.3,48271
1789,1,0.8,0.6,500,0.3,8801
1790,1,0.8,0.7,500,0.3,42484
1791,1,0.8,0.8,500,0.3,55272
1792,1,0.8,0.9,500,0.3,54190
1793,1,0.8,1,500,0.3,82326
1794,1,0.9,0,500,0.3,30859
1795,1,0.9,0.1,500,0.3,53123
1796,1,0.9,0.2,500,0.3,22062
1797,1,0.9,0.3,500,0.3,76886
1798,1,0.9,0.4,500,0.3,45231
1799,1,0.9,0.5,500,0.3,53570
1800,1,0.9,0.6,500,0.3,39551
1801,1,0.9,0.7,500,0.3,25029
1802,1,0.9,0.8,500,0.3,66723
1803,1,0.9,0.9,500,0.3,78962
1804,1,0.9,1,500,0.3,94104
1805,1,1,0,500,0.3,64413
1806,1,1,0.1,500,0.3,17993
1807,1,1,0.2,500,0.3,51863
1808,1,1,0.3,500,0.3,92044
1809,1,1,0.4,500,0.3,49446
1810,1,1,0.5,500,0.3,11703
1811,1,1,0.6,500,0.3,94378
1812,1,1,0.7,500,0.3,57168
1813,1,1,0.8,500,0.3,349
1814,1,1,0.9,500,0.3,92978
1815,1,1,1,500,0.3,49511
1816,1,0,0,500,0.5,8994
1817,1,0,0.1,500,0.5,41209
1818,1,0,0.2,500,0.5,63
1819,1,0,0.3,500,0.5,76998
1820,1,0,0.4,500,0.5,18330
1821,1,0,0.5,500,0.5,86098
1822,1,0,0.6,500,0.5,60692
1823,1,0,0.7,500,0.5,83877
1824,1,0,0.8,500,0.5,38799
1825,1,0,0.9,500,0.5,87319
1826,1,0,1,500,0.5,9649
1827,1,0.1,0,500,0.5,89461
1828,1,0.1,0.1,500,0.5,99988
1829,1,0.1,0.2,500,0.5,92202
1830,1,0.1,0.3,500,0.5,54014
1831,1,0.1,0.4,500,0.5,2447
1832,1,0.1,0.5,500,0.5,84322
1833,1,0.1,0.6,500,0.5,53885
1834,1,0.1,0.7,500,0.5,78254
1835,1,0.1,0.8,500,0.5,37080
1836,1,0.1,0.9,500,0.5,69770
1837,1,0.1,1,500,0.5,36596
1838,1,0.2,0,500,0.5,44576
1839,1,0.2,0.1,500,0.5,19005
1840,1,0.2,0.2,500,0.5,39274
1841,1,0.2,0.3,500,0.5,52795
1842,1,0.2,0.4,500,0.5,78995
1843,1,0.2,0.5,500,0.5,64893
1844,1,0.2,0.6,500,0.5,94706
1845,1,0.2,0.7,500,0.5,57886
1846,1,0.2,0.8,500,0.5,17758
1847,1,0.2,0.9,500,0.5,57040
1848,1,0.2,1,500,0.5,5046
1849,1,0.3,0,500,0.5,66842
1850,1,0.3,0.1,500,0.5,46126
1851,1,0.3,0.2,500,0.5,87243
1852,1,0.3,0.3,500,0.5,57634
1853,1,0.3,0.4,500,0.5,18892
1854,1,0.3,0.5,500,0.5,79797
1855,1,0.3,0.6,500,0.5,54444
1856,1,0.3,0.7,500,0.5,37465
1857,1,0.3,0.8,500,0.5,36480
1858,1,0.3,0.9,500,0.5,32241
1859,1,0.3,1,500,0.5,647
1860,1,0.4,0,500,0.5,81565
1861,1,0.4,0.1,500,0.5,47084
1862,1,0.4,0.2,500,0.5,91781
1863,1,0.4,0.3,500,0.5,88375
1864,1,0.4,0.4,500,0.5,61741
1865,1,0.4,0.5,500,0.5,13781
1866,1,0.4,0.6,500,0.5,56743
1867,1,0.4,0.7,500,0.5,71656
1868,1,0.4,0.8,500,0.5,2755
1869,1,0.4,0.9,500,0.5,2655
1870,1,0.4,1,500,0.5,51704
1871,1,0.5,0,500,0.5,69251
1872,1,0.5,0.1,500,0.5,99984
1873,1,0.5,0.2,500,0.5,32845
1874,1,0.5,0.3,500,0.5,25951
1875,1,0.5,0.4,500,0.5,75222
1876,1,0.5,0.5,500,0.5,96063
1877,1,0.5,0.6,500,0.5,9698
1878,1,0.5,0.7,500,0.5,15054
1879,1,0.5,0.8,500,0.5,26300
1880,1,0.5,0.9,500,0.5,3604
1881,1,0.5,1,500,0.5,93506
1882,1,0.6,0,500,0.5,27834
1883,1,0.6,0.1,500,0.5,18411
1884,1,0.6,0.2,500,0.5,34735
1885,1,0.6,0.3,500,0.5,31800
1886,1,0.6,0.4,500,0.5,32088
1887,1,0.6,0.5,500,0.5,14105
1888,1,0.6,0.6,500,0.5,1778
1889,1,0.6,0.7,500,0.5,61796
1890,1,0.6,0.8,500,0.5,68068
1891,1,0.6,0.9,500,0.5,63294
1892,1,0.6,1,500,0.5,52188
1893,1,0.7,0,500,0.5,63196
1894,1,0.7,0.1,500,0.5,9188
1895,1,0.7,0.2,500,0.5,96757
1896,1,0.7,0.3,500,0.5,24689
1897,1,0.7,0.4,500,0.5,40382
1898,1,0.7,0.5,500,0.5,99566
1899,1,0.7,0.6,500,0.5,6100
1900,1,0.7,0.7,500,0.5,79061
1901,1,0.7,0.8,500,0.5,54143
1902,1,0.7,0.9,500,0.5,22603
1903,1,0.7,1,500,0.5,78914
1904,1,0.8,0,500,0.5,8843
1905,1,0.8,0.1,500,0.5,28594
1906,1,0.8,0.2,500,0.5,83596
1907,1,0.8,0.3,500,0.5,51573
1908,1,0.8,0.4,500,0.5,98505
1909,1,0.8,0.5,500,0.5,31803
1910,1,0.8,0.6,500,0.5,54494
1911,1,0.8,0.7,500,0.5,929
1912,1,0.8,0.8,500,0.5,32145
1913,1,0.8,0.9,500,0.5,42815
1914,1,0.8,1,500,0.5,82775
1915,1,0.9,0,500,0.5,27750
1916,1,0.9,0.1,500,0.5,30092
1917,1,0.9,0.2,500,0.5,58380
1918,1,0.9,0.3,500,0.5,34405
1919,1,0.9,0.4,500,0.5,91826
1920,1,0.9,0.5,500,0.5,96666
1921,1,0.9,0.6,500,0.5,99311
1922,1,0.9,0.7,500,0.5,86092
1923,1,0.9,0.8,500,0.5,17366
1924,1,0.9,0.9,500,0.5,89102
1925,1,0.9,1,500,0.5,57474
1926,1,1,0,500,0.5,61246
1927,1,1,0.1,500,0.5,6732
1928,1,1,0.2,500,0.5,37865
1929,1,1,0.3,500,0.5,86225
1930,1,1,0.4,500,0.5,79647
1931,1,1,0.5,500,0.5,96729
1932,1,1,0.6,500,0.5,80611
1933,1,1,0.7,500,0.5,17842
1934,1,1,0.8,500,0.5,21501
1935,1,1,0.9,500,0.5,5613
1936,1,1,1,500,0.5,10006
1937,1,0,0,500,1,91329
1938,1,0,0.1,500,1,14728
1939,1,0,0.2,500,1,40471
1940,1,0,0.3,500,1,95982
1941,1,0,0.4,500,1,36287
1942,1,0,0.5,500,1,86639
1943,1,0,0.6,500,1,92976
1944,1,0,0.7,500,1,98404
1945,1,0,0.8,500,1,52872
1946,1,0,0.9,500,1,15618
1947,1,0,1,500,1,6865
1948,1,0.1,0,500,1,49393
1949,1,0.1,0.1,500,1,56171
1950,1,0.1,0.2,500,1,44520
1951,1,0.1,0.3,500,1,13900
1952,1,0.1,0.4,500,1,35628
1953,1,0.1,0.5,500,1,57159
1954,1,0.1,0.6,500,1,65270
1955,1,0.1,0.7,500,1,42664
1956,1,0.1,0.8,500,1,96922
1957,1,0.1,0.9,500,1,58859
1958,1,0.1,1,500,1,73912
1959,1,0.2,0,500,1,15404
1960,1,0.2,0.1,500,1,48903
1961,1,0.2,0.2,500,1,65577
1962,1,0.2,0.3,500,1,34004
1963,1,0.2,0.4,500,1,26286
1964,1,0.2,0.5,500,1,14679
1965,1,0.2,0.6,500,1,90457
1966,1,0.2,0.7,500,1,5895
1967,1,0.2,0.8,500,1,13686
1968,1,0.2,0.9,500,1,57695
1969,1,0.2,1,500,1,81563
1970,1,0.3,0,500,1,18411
1971,1,0.3,0.1,500,1,44394
1972,1,0.3,0.2,500,1,10532
1973,1,0.3,0.3,500,1,97306
1974,1,0.3,0.4,500,1,86391
1975,1,0.3,0.5,500,1,9351
1976,1,0.3,0.6,500,1,9367
1977,1,0.3,0.7,500,1,29674
1978,1,0.3,0.8,500,1,15901
1979,1,0.3,0.9,500,1,67329
1980,1,0.3,1,500,1,63424
1981,1,0.4,0,500,1,44805
1982,1,0.4,0.1,500,1,49400
1983,1,0.4,0.2,500,1,87898
1984,1,0.4,0.3,500,1,65488
1985,1,0.4,0.4,500,1,11992
1986,1,0.4,0.5,500,1,42841
1987,1,0.4,0.6,500,1,49822
1988,1,0.4,0.7,500,1,42055
1989,1,0.4,0.8,500,1,41001
1990,1,0.4,0.9,500,1,25820
1991,1,0.4,1,500,1,52356
1992,1,0.5,0,500,1,25325
1993,1,0.5,0.1,500,1,82950
1994,1,0.5,0.2,500,1,65312
1995,1,0.5,0.3,500,1,58278
1996,1,0.5,0.4,500,1,74100
1997,1,0.5,0.5,500,1,46844
1998,1,0.5,0.6,500,1,87060
1999,1,0.5,0.7,500,1,80575
2000,1,0.5,0.8,500,1,54285
2001,1,0.5,0.9,500,1,28474
2002,1,0.5,1,500,1,670
2003,1,0.6,0,500,1,29698
2004,1,0.6,0.1,500,1,17514
2005,1,0.6,0.2,500,1,66282
2006,1,0.6,0.3,500,1,2319
2007,1,0.6,0.4,500,1,57525
2008,1,0.6,0.5,500,1,80025
2009,1,0.6,0.6,500,1,7407
2010,1,0.6,0.7,500,1,27080
2011,1,0.6,0.8,500,1,78119
2012,1,0.6,0.9,500,1,55373
2013,1,0.6,1,500,1,24322
2014,1,0.7,0,500,1,78749
2015,1,0.7,0.1,500,1,72606
2016,1,0.7,0.2,500,1,68482
2017,1,0.7,0.3,500,1,46774
2018,1,0.7,0.4,500,1,1671
2019,1,0.7,0.5,500,1,13766
2020,1,0.7,0.6,500,1,57427
2021,1,0.7,0.7,500,1,25440
2022,1,0.7,0.8,500,1,30924
2023,1,0.7,0.9,500,1,13111
2024,1,0.7,1,500,1,85641
2025,1,0.8,0,500,1,5974
2026,1,0.8,0.1,500,1,93171
2027,1,0.8,0.2,500,1,98501
2028,1,0.8,0.3,500,1,62683
2029,1,0.8,0.4,500,1,92599
2030,1,0.8,0.5,500,1,67290
2031,1,0.8,0.6,500,1,7862
2032,1,0.8,0.7,500,1,2982
2033,1,0.8,0.8,500,1,99354
2034,1,0.8,0.9,500,1,40939
2035,1,0.8,1,500,1,12977
2036,1,0.9,0,500,1,7389
2037,1,0.9,0.1,500,1,78335
2038,1,0.9,0.2,500,1,42221
2039,1,0.9,0.3,500,1,54076
2040,1,0.9,0.4,500,1,83058
2041,1,0.9,0.5,500,1,99691
2042,1,0.9,0.6,500,1,16817
2043,1,0.9,0.7,500,1,29011
2044,1,0.9,0.8,500,1,63788
2045,1,0.9,0.9,500,1,46248
2046,1,0.9,1,500,1,15940
2047,1,1,0,500,1,90771
2048,1,1,0.1,500,1,49785
2049,1,1,0.2,500,1,37879
2050,1,1,0.3,500,1,1631
2051,1,1,0.4,500,1,80079
2052,1,1,0.5,500,1,61451
2053,1,1,0.6,500,1,38954
2054,1,1,0.7,500,1,49176
2055,1,1,0.8,500,1,11967
2056,1,1,0.9,500,1,2176
2057,1,1,1,500,1,32622
2058,1,0,0,500,0,61795
2059,1,0,0.1,500,0,32741
2060,1,0,0.2,500,0,18368
2061,1,0,0.3,500,0,25834
2062,1,0,0.4,500,0,54669
2063,1,0,0.5,500,0,66193
2064,1,0,0.6,500,0,1280
2065,1,0,0.7,500,0,47883
2066,1,0,0.8,500,0,80516
2067,1,0,0.9,500,0,30632
2068,1,0,1,500,0,29943
2069,1,0.1,0,500,0,28320
2070,1,0.1,0.1,500,0,85172
2071,1,0.1,0.2,500,0,90113
2072,1,0.1,0.3,500,0,27276
2073,1,0.1,0.4,500,0,56145
2074,1,0.1,0.5,500,0,58667
2075,1,0.1,0.6,500,0,42644
2076,1,0.1,0.7,500,0,44984
2077,1,0.1,0.8,500,0,72592
2078,1,0.1,0.9,500,0,45047
2079,1,0.1,1,500,0,54300
2080,1,0.2,0,500,0,88609
2081,1,0.2,0.1,500,0,39226
2082,1,0.2,0.2,500,0,83889
2083,1,0.2,0.3,500,0,82859
2084,1,0.2,0.4,500,0,90954
2085,1,0.2,0.5,500,0,61948
2086,1,0.2,0.6,500,0,64211
2087,1,0.2,0.7,500,0,31313
2088,1,0.2,0.8,500,0,49885
2089,1,0.2,0.9,500,0,91146
2090,1,0.2,1,500,0,12063
2091,1,0.3,0,500,0,68948
2092,1,0.3,0.1,500,0,82128
2093,1,0.3,0.2,500,0,74064
2094,1,0.3,0.3,500,0,30041
2095,1,0.3,0.4,500,0,95320
2096,1,0.3,0.5,500,0,16913
2097,1,0.3,0.6,500,0,31971
2098,1,0.3,0.7,500,0,44866
2099,1,0.3,0.8,500,0,31999
2100,1,0.3,0.9,500,0,40725
2101,1,0.3,1,500,0,72550
2102,1,0.4,0,500,0,11202
2103,1,0.4,0.1,500,0,11012
2104,1,0.4,0.2,500,0,318
2105,1,0.4,0.3,500,0,91802
2106,1,0.4,0.4,500,0,65326
2107,1,0.4,0.5,500,0,36594
2108,1,0.4,0.6,500,0,44460
2109,1,0.4,0.7,500,0,44795
2110,1,0.4,0.8,500,0,80859
2111,1,0.4,0.9,500,0,2558
2112,1,0.4,1,500,0,58349
2113,1,0.5,0,500,0,55954
2114,1,0.5,0.1,500,0,93216
2115,1,0.5,0.2,500,0,56760
2116,1,0.5,0.3,500,0,62050
2117,1,0.5,0.4,500,0,53220
2118,1,0.5,0.5,500,0,40273
2119,1,0.5,0.6,500,0,78870
2120,1,0.5,0.7,500,0,46997
2121,1,0.5,0.8,500,0,68231
2122,1,0.5,0.9,500,0,63506
2123,1,0.5,1,500,0,95616
2124,1,0.6,0,500,0,48031
2125,1,0.6,0.1,500,0,42266
2126,1,0.6,0.2,500,0,21195
2127,1,0.6,0.3,500,0,47990
2128,1,0.6,0.4,500,0,2379
2129,1,0.6,0.5,500,0,15238
2130,1,0.6,0.6,500,0,10500
2131,1,0.6,0.7,500,0,64300
2132,1,0.6,0.8,500,0,99421
2133,1,0.6,0.9,500,0,20872
2134,1,0.6,1,500,0,1932
2135,1,0.7,0,500,0,8578
2136,1,0.7,0.1,500,0,885
2137,1,0.7,0.2,500,0,16709
