stop_sequence,hub_code,actual_in_timestamp,actual_out_timestamp,id
7,RPRP1,1.56E+12,1.56E+12,4624
8,IDRP1,1.56E+12,1.56E+12,4844
12,AGRP2,1.56E+12,1.56E+12,5013
9,CCUP1,1.56E+12,1.56E+12,5052
2,PNQP1,1.56E+12,1.56E+12,5062
2,GDRP1,1.56E+12,1.56E+12,5144
3,NJPP1,1.56E+12,1.56E+12,5173
4,IDRP1,1.56E+12,1.56E+12,5252
2,PNQP1,1.56E+12,1.56E+12,5298
5,BHCP1,1.56E+12,1.56E+12,5369
3,TPNP1,1.56E+12,1.56E+12,5394
8,JHSP1,1.56E+12,1.56E+12,5470
7,BDQP1,1.56E+12,1.56E+12,5560
1,MAAP1,1.56E+12,1.56E+12,5570
6,DELP1,1.56E+12,1.56E+12,2410
3,VNSP1,1.56E+12,1.56E+12,2424
1,AGRP1,1.56E+12,1.56E+12,2661
9,DELP1,1.56E+12,1.56E+12,2750
5,KRIP1,1.56E+12,1.56E+12,2759
1,AGRP1,1.56E+12,1.56E+12,2768
5,JHSP1,1.56E+12,1.56E+12,2783
3,IXWP1,1.56E+12,1.56E+12,2838
10,AWBP1,1.56E+12,1.56E+12,2914
2,HYDP1,1.56E+12,1.56E+12,2926
8,JHSP1,1.56E+12,1.56E+12,3036
2,NDCP1,1.56E+12,1.56E+12,3042
2,SXVP1,1.56E+12,1.56E+12,3081
3,KRIP1,1.56E+12,1.56E+12,3085
5,SSEP1,1.56E+12,1.56E+12,3247
1,AGRP1,1.56E+12,1.56E+12,3283
2,AGRP2,1.56E+12,1.56E+12,3432
4,TPNP1,1.56E+12,1.56E+12,3504
7,JAIP1,1.56E+12,1.56E+12,3641
2,SSEP1,1.56E+12,1.56E+12,3692
5,BDQP1,1.56E+12,1.56E+12,3897
8,KRNP1,1.56E+12,1.56E+12,3930
4,JAIP1,1.56E+12,1.56E+12,4001
5,CORP1,1.56E+12,1.56E+12,4073
4,CTAP1,1.56E+12,1.56E+12,4074
1,BDQP1,1.56E+12,1.56E+12,4166
3,MZUP1,1.56E+12,1.56E+12,4284
1,JHSP1,1.56E+12,1.56E+12,4451
3,NJPP1,1.56E+12,1.56E+12,4574
6,NAGP1,1.56E+12,1.56E+12,4586
6,NAGP1,1.56E+12,1.56E+12,4646
12,SYNP1,1.56E+12,1.56E+12,4781
4,BAMP1,1.56E+12,1.56E+12,4849
2,SYNP1,1.56E+12,1.56E+12,4869
4,KRNP1,1.56E+12,1.56E+12,4896
4,ADBP1,1.56E+12,1.56E+12,4944
3,SBPP1,1.56E+12,1.56E+12,4970
1,PNQP1,1.56E+12,1.56E+12,4991
7,MLGP1,1.56E+12,1.56E+12,5100
2,GDRP1,1.56E+12,1.56E+12,5150
8,NAGP1,1.56E+12,1.56E+12,5163
5,JHSP1,1.56E+12,1.56E+12,5234
6,DELP1,1.56E+12,1.56E+12,5240
2,VAPP1,1.56E+12,1.56E+12,5267
3,BAMP1,1.56E+12,1.56E+12,5301
8,SYNP1,1.56E+12,1.56E+12,5478
4,SBPP1,1.56E+12,1.56E+12,5533
10,BAGP1,1.56E+12,1.56E+12,5587
2,DBDP1,1.56E+12,1.56E+12,5761
4,HYDP2,1.56E+12,1.56E+12,5814
1,BLRP2,1.56E+12,1.56E+12,5838
8,BKSP1,1.56E+12,1.56E+12,5861
6,BHCP1,1.56E+12,1.56E+12,5992
5,NAGP1,1.56E+12,1.56E+12,5996
3,AGRP2,1.56E+12,1.56E+12,5999
5,DHIP1,1.56E+12,1.56E+12,6007
4,PNQP1,1.56E+12,1.56E+12,6008
6,NAGP1,1.56E+12,1.56E+12,6018
6,VGAP1,1.56E+12,1.56E+12,6026
4,VGAP1,1.56E+12,1.56E+12,6232
1,STVP1,1.56E+12,1.56E+12,6267
6,NURP1,1.56E+12,1.56E+12,5651
12,DELP1,1.56E+12,1.56E+12,5783
7,ADBP1,1.56E+12,1.56E+12,5866
4,ADBP1,1.56E+12,1.56E+12,5880
8,KRNP1,1.56E+12,1.56E+12,5984
2,NURP1,1.56E+12,1.56E+12,6003
9,NURP1,1.56E+12,1.56E+12,6181
6,TPNP1,1.56E+12,1.56E+12,6243
5,BDQP1,1.56E+12,1.56E+12,6255
9,GTYP1,1.56E+12,1.56E+12,6258
1,SSEP1,1.56E+12,1.56E+12,2416
3,DHIP1,1.56E+12,1.56E+12,2491
2,DELP1,1.56E+12,1.56E+12,2504
7,PNQP1,1.56E+12,1.56E+12,2619
5,MZUP1,1.56E+12,1.56E+12,2637
1,NPWP1,1.56E+12,1.56E+12,2685
3,JAIP1,1.56E+12,1.56E+12,2784
2,BHCP1,1.56E+12,1.56E+12,2858
3,AGRP2,1.56E+12,1.56E+12,2873
1,GDRP1,1.56E+12,1.56E+12,2874
1,BHCP1,1.56E+12,1.56E+12,2920
2,BGMP1,1.56E+12,1.56E+12,2947
2,PNQP1,1.56E+12,1.56E+12,2983
1,DBDP1,1.56E+12,1.56E+12,3021
2,MULP1,1.56E+12,1.56E+12,3123
3,GDRP1,1.56E+12,1.56E+12,3140
1,BOMP1,1.56E+12,1.56E+12,3183
6,BAMP1,1.56E+12,1.56E+12,3213
6,JAIP1,1.56E+12,1.56E+12,3309
1,NPWP1,1.56E+12,1.56E+12,3353
2,AGRP1,1.56E+12,1.56E+12,3383
1,VAPP1,1.56E+12,1.56E+12,3405
3,ADBP1,1.56E+12,1.56E+12,3412
1,SYNP1,1.56E+12,1.56E+12,3446
5,GDRP1,1.56E+12,1.56E+12,3487
6,ADBP1,1.56E+12,1.56E+12,3493
4,BGMP1,1.56E+12,1.56E+12,3507
2,CTAP1,1.56E+12,1.56E+12,3689
12,SXVP1,1.56E+12,1.56E+12,3723
5,NAGP1,1.56E+12,1.56E+12,3753
7,NURP1,1.56E+12,1.56E+12,3864
5,BPCP1,1.56E+12,1.56E+12,3887
6,NAGP1,1.56E+12,1.56E+12,3919
13,SXVP1,1.56E+12,1.56E+12,3978
9,KRNP1,1.56E+12,1.56E+12,4080
5,AUBP1,1.56E+12,1.56E+12,4086
4,BHLP1,1.56E+12,1.56E+12,4163
1,SSEP1,1.56E+12,1.56E+12,4168
11,ADBP1,1.56E+12,1.56E+12,4210
4,BGMP1,1.56E+12,1.56E+12,4214
1,BOMP1,1.56E+12,1.56E+12,4332
4,PGRP1,1.56E+12,1.56E+12,4514
5,VTZP1,1.56E+12,1.56E+12,4680
5,SATP1,1.56E+12,1.56E+12,4791
5,NAGP1,1.56E+12,1.56E+12,4824
2,GTYP1,1.56E+12,1.56E+12,4834
1,NAGP1,1.56E+12,1.56E+12,4874
6,BOMP1,1.56E+12,1.56E+12,4982
7,KNUP1,1.56E+12,1.56E+12,4988
4,SSEP1,1.56E+12,1.56E+12,5020
1,HYDP2,1.56E+12,1.56E+12,5061
2,NURP1,1.56E+12,1.56E+12,5096
6,CTAP1,1.56E+12,1.56E+12,5160
9,KRNP1,1.56E+12,1.56E+12,5165
3,HBXP1,1.56E+12,1.56E+12,5174
8,JHSP1,1.56E+12,1.56E+12,5185
6,SATP1,1.56E+12,1.56E+12,5235
1,NPWP1,1.56E+12,1.56E+12,5254
4,ADBP1,1.56E+12,1.56E+12,5394
8,CTAP1,1.56E+12,1.56E+12,5413
2,SATP1,1.56E+12,1.56E+12,5421
1,DELP1,1.56E+12,1.56E+12,5508
1,PNQP1,1.56E+12,1.56E+12,5515
3,SYNP1,1.56E+12,1.56E+12,2504
6,NAGP1,1.56E+12,1.56E+12,2575
7,IDRP1,1.56E+12,1.56E+12,2621
5,NAGP1,1.56E+12,1.56E+12,2734
2,KRIP1,1.56E+12,1.56E+12,2782
6,KNUP1,1.56E+12,1.56E+12,2783
1,KDJP1,1.56E+12,1.56E+12,2829
1,CCUP1,1.56E+12,1.56E+12,2866
9,SSEP1,1.56E+12,1.56E+12,2877
7,CCUP1,1.56E+12,1.56E+12,2895
7,NAGP1,1.56E+12,1.56E+12,2902
3,JAIP1,1.56E+12,1.56E+12,2910
3,ADBP1,1.56E+12,1.56E+12,3127
11,BGMP1,1.56E+12,1.56E+12,3201
7,ADBP1,1.56E+12,1.56E+12,3330
1,AMBP1,1.56E+12,1.56E+12,3371
3,NPWP1,1.56E+12,1.56E+12,3430
3,CTAP1,1.56E+12,1.56E+12,3558
4,NURP1,1.56E+12,1.56E+12,3621
5,NURP1,1.56E+12,1.56E+12,3635
7,CCUP1,1.56E+12,1.56E+12,3793
3,STVP1,1.56E+12,1.56E+12,3824
6,VAPP1,1.56E+12,1.56E+12,3897
6,GDRP1,1.56E+12,1.56E+12,3985
3,VTZP1,1.56E+12,1.56E+12,3991
3,KHRP1,1.56E+12,1.56E+12,3995
4,SBPP1,1.56E+12,1.56E+12,4065
5,KNUP1,1.56E+12,1.56E+12,4099
1,KDJP1,1.56E+12,1.56E+12,4110
1,AMBP1,1.56E+12,1.56E+12,4175
2,MAAP1,1.56E+12,1.56E+12,4190
3,SXVP1,1.56E+12,1.56E+12,4224
1,BKSP1,1.56E+12,1.56E+12,4236
1,AGRP1,1.56E+12,1.56E+12,4253
4,GKPP1,1.56E+12,1.56E+12,4284
2,AWBP1,1.56E+12,1.56E+12,4338
8,JHSP1,1.56E+12,1.56E+12,4372
7,ADBP1,1.56E+12,1.56E+12,4586
8,SBPP1,1.56E+12,1.56E+12,4624
5,NAGP1,1.56E+12,1.56E+12,4634
7,ADBP1,1.56E+12,1.56E+12,4735
1,BOMP1,1.56E+12,1.56E+12,4748
2,VAPP1,1.56E+12,1.56E+12,4749
1,AGRP1,1.56E+12,1.56E+12,4812
2,BPCP1,1.56E+12,1.56E+12,4838
5,TPNP1,1.56E+12,1.56E+12,4896
1,DELP1,1.56E+12,1.56E+12,4921
6,NAGP1,1.56E+12,1.56E+12,4944
11,BPCP1,1.56E+12,1.56E+12,5052
11,VAPP1,1.56E+12,1.56E+12,5121
6,BGMP1,1.56E+12,1.56E+12,5167
3,NPWP1,1.56E+12,1.56E+12,5199
4,STRP1,1.56E+12,1.56E+12,5217
3,BDQP1,1.56E+12,1.56E+12,5267
5,SSEP1,1.56E+12,1.56E+12,5501
0,GAUP1,1.56E+12,1.56E+12,5521
2,NAGP1,1.56E+12,1.56E+12,5727
7,CTAP1,1.56E+12,1.56E+12,5790
1,SYNP1,1.56E+12,1.56E+12,6244
3,BAGP1,1.56E+12,1.56E+12,5838
7,NPWP1,1.56E+12,1.56E+12,5878
5,TPNP1,1.56E+12,1.56E+12,5905
2,KNUP1,1.56E+12,1.56E+12,5951
6,ADBP1,1.56E+12,1.56E+12,5996
2,CORP1,1.56E+12,1.56E+12,6101
5,KRNP1,1.56E+12,1.56E+12,6141
6,CTAP1,1.56E+12,1.56E+12,6198
7,HYDP1,1.56E+12,1.56E+12,6243
8,TPNP1,1.56E+12,1.56E+12,6243
10,BGMP1,1.56E+12,1.56E+12,7143
3,AUBP1,1.56E+12,1.56E+12,5761
8,TPNP1,1.56E+12,1.56E+12,5866
9,BAGP1,1.56E+12,1.56E+12,5984
7,TPNP1,1.56E+12,1.56E+12,5996
5,JHSP1,1.56E+12,1.56E+12,5999
8,IDRP1,1.56E+12,1.56E+12,6007
7,MLGP1,1.56E+12,1.56E+12,6018
10,DELP1,1.56E+12,1.56E+12,6153
1,AGRP1,1.56E+12,1.56E+12,5804
1,MAAP1,1.56E+12,1.56E+12,6195
6,VAPP1,1.56E+12,1.56E+12,6255
3,BOMP1,1.56E+12,1.56E+12,6267
5,KNUP1,1.56E+12,1.56E+12,2424
2,KNUP1,1.56E+12,1.56E+12,2661
4,TPNP1,1.56E+12,1.56E+12,2684
3,NPWP1,1.56E+12,1.56E+12,2685
2,PNQP1,1.56E+12,1.56E+12,2776
4,BHLP1,1.56E+12,1.56E+12,2784
5,STVP1,1.56E+12,1.56E+12,2871
3,PGRP1,1.56E+12,1.56E+12,2874
3,ADBP1,1.56E+12,1.56E+12,2926
3,STRP1,1.56E+12,1.56E+12,2947
2,BGMP1,1.56E+12,1.56E+12,3032
10,SYNP1,1.56E+12,1.56E+12,3036
1,STRP1,1.56E+12,1.56E+12,3056
3,BAGP1,1.56E+12,1.56E+12,3081
4,CTAP1,1.56E+12,1.56E+12,3085
6,CTAP1,1.56E+12,1.56E+12,3098
4,PGRP1,1.56E+12,1.56E+12,3140
3,VAPP1,1.56E+12,1.56E+12,3183
1,BOMP1,1.56E+12,1.56E+12,3223
4,PNQP1,1.56E+12,1.56E+12,3245
3,KNUP1,1.56E+12,1.56E+12,3383
2,BDQP1,1.56E+12,1.56E+12,3405
3,JHSP1,1.56E+12,1.56E+12,3432
2,JHSP1,1.56E+12,1.56E+12,3446
6,VGAP1,1.56E+12,1.56E+12,3487
8,NAGP1,1.56E+12,1.56E+12,3493
5,ADBP1,1.56E+12,1.56E+12,3504
5,CTAP1,1.56E+12,1.56E+12,3507
1,BDQP1,1.56E+12,1.56E+12,3522
7,ADBP1,1.56E+12,1.56E+12,3648
1,IDRP1,1.56E+12,1.56E+12,3684
1,DELP1,1.56E+12,1.56E+12,3688
3,PNQP1,1.56E+12,1.56E+12,3692
3,TPNP1,1.56E+12,1.56E+12,3742
4,VAPP1,1.56E+12,1.56E+12,3824
4,KDJP1,1.56E+12,1.56E+12,3871
7,BHCP1,1.56E+12,1.56E+12,3881
6,CCUP1,1.56E+12,1.56E+12,3887
9,BAGP1,1.56E+12,1.56E+12,3930
2,NPWP1,1.56E+12,1.56E+12,3980
4,BHLP1,1.56E+12,1.56E+12,3995
5,CORP1,1.56E+12,1.56E+12,4001
5,BGMP1,1.56E+12,1.56E+12,4074
6,VNSP1,1.56E+12,1.56E+12,4086
5,KHRP1,1.56E+12,1.56E+12,4163
2,KHRP1,1.56E+12,1.56E+12,4166
12,TPNP1,1.56E+12,1.56E+12,4210
5,CTAP1,1.56E+12,1.56E+12,4214
3,AGRP2,1.56E+12,1.56E+12,4296
3,IDRP1,1.56E+12,1.56E+12,4300
1,MAAP1,1.56E+12,1.56E+12,4330
3,VAPP1,1.56E+12,1.56E+12,4332
2,KNUP1,1.56E+12,1.56E+12,4451
7,NJPP1,1.56E+12,1.56E+12,4560
7,NURP1,1.56E+12,1.56E+12,4646
3,NDCP1,1.56E+12,1.56E+12,4647
6,JHSP1,1.56E+12,1.56E+12,4712
5,BHCP1,1.56E+12,1.56E+12,4849
6,ADBP1,1.56E+12,1.56E+12,4929
7,STVP1,1.56E+12,1.56E+12,4982
1,BKSP1,1.56E+12,1.56E+12,4987
2,SSEP1,1.56E+12,1.56E+12,4998
3,JAIP1,1.56E+12,1.56E+12,5038
8,AWBP1,1.56E+12,1.56E+12,5100
3,PGRP1,1.56E+12,1.56E+12,5150
10,BAGP1,1.56E+12,1.56E+12,5165
4,CTAP1,1.56E+12,1.56E+12,5174
9,AGRP2,1.56E+12,1.56E+12,5185
7,VTZP1,1.56E+12,1.56E+12,5235
4,IDRP1,1.56E+12,1.56E+12,5244
5,NAGP1,1.56E+12,1.56E+12,5394
3,IDRP1,1.56E+12,1.56E+12,5466
2,SYNP1,1.56E+12,1.56E+12,5508
3,PGRP1,1.56E+12,1.56E+12,5570
1,MULP1,1.56E+12,1.56E+12,2613
1,KHRP1,1.56E+12,1.56E+12,2736
6,PNQP1,1.56E+12,1.56E+12,2754
3,CTAP1,1.56E+12,1.56E+12,2782
1,HYDP2,1.56E+12,1.56E+12,2839
5,BPCP1,1.56E+12,1.56E+12,2861
4,JHSP1,1.56E+12,1.56E+12,2873
3,NJPP1,1.56E+12,1.56E+12,2885
1,CTAP1,1.56E+12,1.56E+12,2890
5,BHLP1,1.56E+12,1.56E+12,2910
4,NAGP1,1.56E+12,1.56E+12,2926
5,MZUP1,1.56E+12,1.56E+12,2961
2,AGRP1,1.56E+12,1.56E+12,3045
5,BPCP1,1.56E+12,1.56E+12,3087
4,PNQP1,1.56E+12,1.56E+12,3176
8,TPNP1,1.56E+12,1.56E+12,3330
4,TPNP1,1.56E+12,1.56E+12,3412
3,NJPP1,1.56E+12,1.56E+12,3448
1,KDJP1,1.56E+12,1.56E+12,3492
5,NAGP1,1.56E+12,1.56E+12,3621
5,MZUP1,1.56E+12,1.56E+12,3657
3,BGMP1,1.56E+12,1.56E+12,3689
1,GTYP1,1.56E+12,1.56E+12,3856
7,ADBP1,1.56E+12,1.56E+12,3919
8,MULP1,1.56E+12,1.56E+12,3985
6,KHRP1,1.56E+12,1.56E+12,4001
8,NURP1,1.56E+12,1.56E+12,4031
5,RPRP1,1.56E+12,1.56E+12,4065
6,STRP1,1.56E+12,1.56E+12,4074
10,BAGP1,1.56E+12,1.56E+12,4080
1,HYDP2,1.56E+12,1.56E+12,4142
4,GDRP1,1.56E+12,1.56E+12,4190
5,DELP1,1.56E+12,1.56E+12,4296
1,BDQP1,1.56E+12,1.56E+12,4306
2,IXWP1,1.56E+12,1.56E+12,4307
10,SYNP1,1.56E+12,1.56E+12,4372
3,BPCP1,1.56E+12,1.56E+12,4404
5,GDRP1,1.56E+12,1.56E+12,4514
8,TPNP1,1.56E+12,1.56E+12,4586
8,TPNP1,1.56E+12,1.56E+12,4735
3,BDQP1,1.56E+12,1.56E+12,4749
6,ADBP1,1.56E+12,1.56E+12,4824
9,CORP1,1.56E+12,1.56E+12,4844
4,DHIP1,1.56E+12,1.56E+12,4862
3,ADBP1,1.56E+12,1.56E+12,4874
6,ADBP1,1.56E+12,1.56E+12,4896
9,AGRP1,1.56E+12,1.56E+12,4988
2,NPWP1,1.56E+12,1.56E+12,4991
3,NJPP1,1.56E+12,1.56E+12,5047
11,NJPP1,1.56E+12,1.56E+12,5072
1,IDRP1,1.56E+12,1.56E+12,5083
3,NAGP1,1.56E+12,1.56E+12,5096
12,BDQP1,1.56E+12,1.56E+12,5121
3,PGRP1,1.56E+12,1.56E+12,5144
9,NURP1,1.56E+12,1.56E+12,5163
1,KRIP1,1.56E+12,1.56E+12,5169
4,MZUP1,1.56E+12,1.56E+12,5173
6,NURP1,1.56E+12,1.56E+12,5234
3,PNQP1,1.56E+12,1.56E+12,5254
4,KHRP1,1.56E+12,1.56E+12,5267
1,AUBP1,1.56E+12,1.56E+12,5362
1,IDRP1,1.56E+12,1.56E+12,5370
3,HYDP2,1.56E+12,1.56E+12,5374
1,AUBP1,1.56E+12,1.56E+12,5404
4,CTAP1,1.56E+12,1.56E+12,5451
3,VAPP1,1.56E+12,1.56E+12,5515
7,JHSP1,1.56E+12,1.56E+12,5651
1,AMBP1,1.56E+12,1.56E+12,6145
5,KRNP1,1.56E+12,1.56E+12,5838
5,CTAP1,1.56E+12,1.56E+12,5850
5,NAGP1,1.56E+12,1.56E+12,5880
6,ADBP1,1.56E+12,1.56E+12,5905
3,NAGP1,1.56E+12,1.56E+12,6003
8,GDRP1,1.56E+12,1.56E+12,6026
3,JAIP1,1.56E+12,1.56E+12,6101
6,TPNP1,1.56E+12,1.56E+12,6141
10,JHSP1,1.56E+12,1.56E+12,6181
6,GDRP1,1.56E+12,1.56E+12,6232
9,ADBP1,1.56E+12,1.56E+12,6243
0,AMBP1,1.56E+12,1.56E+12,6264
1,JAIP1,1.56E+12,1.56E+12,5691
4,VNSP1,1.56E+12,1.56E+12,5761
4,JHSP1,1.56E+12,1.56E+12,5774
3,KNUP1,1.56E+12,1.56E+12,5804
1,BDQP1,1.56E+12,1.56E+12,5741
4,VNSP1,1.56E+12,1.56E+12,5951
8,AWBP1,1.56E+12,1.56E+12,6018
1,HYDP1,1.56E+12,1.56E+12,5940
7,MULP1,1.56E+12,1.56E+12,6198
3,JHSP1,1.56E+12,1.56E+12,6244
1,SXVP1,1.56E+12,1.56E+12,2470
1,DELP1,1.56E+12,1.56E+12,2485
5,JHSP1,1.56E+12,1.56E+12,2504
1,BAGP1,1.56E+12,1.56E+12,2569
2,HBXP1,1.56E+12,1.56E+12,2608
8,DHIP1,1.56E+12,1.56E+12,2621
4,STRP1,1.56E+12,1.56E+12,2685
3,BAMP1,1.56E+12,1.56E+12,2858
2,BGMP1,1.56E+12,1.56E+12,3056
2,HBXP1,1.56E+12,1.56E+12,3062
1,AMBP1,1.56E+12,1.56E+12,3121
2,SBPP1,1.56E+12,1.56E+12,3184
7,BHCP1,1.56E+12,1.56E+12,3213
9,DELP1,1.56E+12,1.56E+12,3309
2,DELP1,1.56E+12,1.56E+12,3371
2,KDJP1,1.56E+12,1.56E+12,3387
1,NAGP1,1.56E+12,1.56E+12,3460
2,DELP1,1.56E+12,1.56E+12,3474
6,NAGP1,1.56E+12,1.56E+12,3504
4,BGMP1,1.56E+12,1.56E+12,3558
6,JHSP1,1.56E+12,1.56E+12,3635
8,TPNP1,1.56E+12,1.56E+12,3648
4,KRNP1,1.56E+12,1.56E+12,3742
8,JHSP1,1.56E+12,1.56E+12,3864
2,PNQP1,1.56E+12,1.56E+12,3907
1,AGRP1,1.56E+12,1.56E+12,3917
4,HBXP1,1.56E+12,1.56E+12,3980
5,BAMP1,1.56E+12,1.56E+12,3991
2,SSEP1,1.56E+12,1.56E+12,4098
6,AGRP1,1.56E+12,1.56E+12,4099
3,BHLP1,1.56E+12,1.56E+12,4166
1,CORP1,1.56E+12,1.56E+12,4217
2,KNUP1,1.56E+12,1.56E+12,4253
5,KNUP1,1.56E+12,1.56E+12,4284
1,HYDP2,1.56E+12,1.56E+12,4303
2,STVP1,1.56E+12,1.56E+12,4306
2,KRIP1,1.56E+12,1.56E+12,4330
4,BDQP1,1.56E+12,1.56E+12,4332
3,IDRP1,1.56E+12,1.56E+12,4364
1,AGRP1,1.56E+12,1.56E+12,4398
1,CCUP1,1.56E+12,1.56E+12,4445
2,NJPP1,1.56E+12,1.56E+12,4471
3,MZUP1,1.56E+12,1.56E+12,4471
6,VTZP1,1.56E+12,1.56E+12,4472
1,SYNP1,1.56E+12,1.56E+12,4547
8,JHSP1,1.56E+12,1.56E+12,4646
4,SSEP1,1.56E+12,1.56E+12,4656
7,TPNP1,1.56E+12,1.56E+12,4824
2,JAIP1,1.56E+12,1.56E+12,4921
1,BKSP1,1.56E+12,1.56E+12,4994
4,BHLP1,1.56E+12,1.56E+12,5038
1,AMBP1,1.56E+12,1.56E+12,5085
7,CTAP1,1.56E+12,1.56E+12,5167
5,KRIP1,1.56E+12,1.56E+12,5174
6,BGMP1,1.56E+12,1.56E+12,5217
4,NPWP1,1.56E+12,1.56E+12,5298
5,VTZP1,1.56E+12,1.56E+12,5301
2,VNSP1,1.56E+12,1.56E+12,5362
10,KRIP1,1.56E+12,1.56E+12,5413
3,HYDP2,1.56E+12,1.56E+12,5421
8,RPRP1,1.56E+12,1.56E+12,5489
5,KDJP1,1.56E+12,1.56E+12,5533
5,PNQP1,1.56E+12,1.56E+12,2412
6,AGRP1,1.56E+12,1.56E+12,2424
0,JHSP1,1.56E+12,1.56E+12,2511
7,ADBP1,1.56E+12,1.56E+12,2575
1,NPWP1,1.56E+12,1.56E+12,2600
10,MULP1,1.56E+12,1.56E+12,2690
7,RPRP1,1.56E+12,1.56E+12,2734
3,BHLP1,1.56E+12,1.56E+12,2736
4,HBXP1,1.56E+12,1.56E+12,2782
5,AUBP1,1.56E+12,1.56E+12,2838
2,BHCP1,1.56E+12,1.56E+12,2866
3,HBXP1,1.56E+12,1.56E+12,2890
6,KHRP1,1.56E+12,1.56E+12,2910
3,CTAP1,1.56E+12,1.56E+12,3032
5,KRNP1,1.56E+12,1.56E+12,3081
5,BGMP1,1.56E+12,1.56E+12,3085
7,KRIP1,1.56E+12,1.56E+12,3098
3,GDRP1,1.56E+12,1.56E+12,3123
5,TPNP1,1.56E+12,1.56E+12,3140
4,BDQP1,1.56E+12,1.56E+12,3183
3,DHIP1,1.56E+12,1.56E+12,3223
3,PNQP1,1.56E+12,1.56E+12,3353
7,BPCP1,1.56E+12,1.56E+12,3375
3,KHRP1,1.56E+12,1.56E+12,3405
4,SSEP1,1.56E+12,1.56E+12,3430
7,KRIP1,1.56E+12,1.56E+12,3507
3,VAPP1,1.56E+12,1.56E+12,3522
2,BOMP1,1.56E+12,1.56E+12,3529
6,ADBP1,1.56E+12,1.56E+12,3621
9,DELP3,1.56E+12,1.56E+12,3641
1,BAMP1,1.56E+12,1.56E+12,3664
1,HYDP2,1.56E+12,1.56E+12,3683
4,STRP1,1.56E+12,1.56E+12,3689
9,BHCP1,1.56E+12,1.56E+12,3793
8,BAMP1,1.56E+12,1.56E+12,3881
4,JHSP1,1.56E+12,1.56E+12,3918
8,TPNP1,1.56E+12,1.56E+12,3919
5,JAIP1,1.56E+12,1.56E+12,3995
2,HYDP2,1.56E+12,1.56E+12,4014
2,DELP1,1.56E+12,1.56E+12,4175
1,PGRP1,1.56E+12,1.56E+12,4196
13,KRNP1,1.56E+12,1.56E+12,4210
7,KRIP1,1.56E+12,1.56E+12,4214
2,STRP1,1.56E+12,1.56E+12,4322
2,SSEP1,1.56E+12,1.56E+12,4344
5,NJPP1,1.56E+12,1.56E+12,4471
1,TPNP1,1.56E+12,1.56E+12,4534
9,KRNP1,1.56E+12,1.56E+12,4586
2,SYNP1,1.56E+12,1.56E+12,4611
2,CTAP1,1.56E+12,1.56E+12,4658
3,NJPP1,1.56E+12,1.56E+12,4859
7,TPNP1,1.56E+12,1.56E+12,4929
4,HBXP1,1.56E+12,1.56E+12,4991
5,KHRP1,1.56E+12,1.56E+12,5038
2,SSEP1,1.56E+12,1.56E+12,5061
2,SSEP1,1.56E+12,1.56E+12,5114
4,TPNP1,1.56E+12,1.56E+12,5150
12,SXVP1,1.56E+12,1.56E+12,5165
5,GKPP1,1.56E+12,1.56E+12,5173
3,BAGP1,1.56E+12,1.56E+12,5182
7,NAGP1,1.56E+12,1.56E+12,5234
8,BAMP1,1.56E+12,1.56E+12,5235
5,DHIP1,1.56E+12,1.56E+12,5244
6,CORP1,1.56E+12,1.56E+12,5252
0,GAUP1,1.56E+12,1.56E+12,5273
1,SYNP1,1.56E+12,1.56E+12,5346
6,NURP1,1.56E+12,1.56E+12,5394
1,BOMP1,1.56E+12,1.56E+12,5426
4,DHIP1,1.56E+12,1.56E+12,5466
1,MAAP1,1.56E+12,1.56E+12,5496
4,JHSP1,1.56E+12,1.56E+12,5508
5,BDQP1,1.56E+12,1.56E+12,5515
1,VTZP1,1.56E+12,1.56E+12,5598
1,SXVP1,1.56E+12,1.56E+12,5780
1,VTZP1,1.56E+12,1.56E+12,5819
1,SYNP1,1.56E+12,1.56E+12,5891
1,CCUP1,1.56E+12,1.56E+12,6164
1,KDJP1,1.56E+12,1.56E+12,6186
1,MAAP1,1.56E+12,1.56E+12,6269
7,NAGP1,1.56E+12,1.56E+12,5905
10,IXWP1,1.56E+12,1.56E+12,5961
2,VTZP1,1.56E+12,1.56E+12,5970
8,PGRP1,1.56E+12,1.56E+12,5996
3,BHCP1,1.56E+12,1.56E+12,6029
7,ADBP1,1.56E+12,1.56E+12,6141
2,MAAP1,1.56E+12,1.56E+12,2470
3,AGRP2,1.56E+12,1.56E+12,2485
3,CTAP1,1.56E+12,1.56E+12,2608
7,NJPP1,1.56E+12,1.56E+12,2637
4,GKPP1,1.56E+12,1.56E+12,2661
7,GKPP1,1.56E+12,1.56E+12,2783
6,CCUP1,1.56E+12,1.56E+12,2861
2,BHLP1,1.56E+12,1.56E+12,2869
5,NURP1,1.56E+12,1.56E+12,2873
4,TPNP1,1.56E+12,1.56E+12,2874
3,NPWP1,1.56E+12,1.56E+12,3062
6,CCUP1,1.56E+12,1.56E+12,3087
10,DELP3,1.56E+12,1.56E+12,3309
11,DELP1,1.56E+12,1.56E+12,3309
9,GTYP1,1.56E+12,1.56E+12,3330
3,SYNP1,1.56E+12,1.56E+12,3371
5,GKPP1,1.56E+12,1.56E+12,3383
4,NURP1,1.56E+12,1.56E+12,3432
3,NURP1,1.56E+12,1.56E+12,3446
7,VTZP1,1.56E+12,1.56E+12,3487
