varname,currtime,d,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
z,162,1810,,42,42,90.0,96.0,1
z,162,1811,,42,42,90.0,96.0,1
z,162,1812,,42,42,90.0,96.0,1
z,162,1814,,43,43,90.0,96.0,1
z,162,1815,,43,43,90.0,96.0,1
z,162,1816,,43,43,90.0,96.0,1
z,162,1817,,43,43,90.0,96.0,1
z,162,1818,,43,43,90.0,96.0,1
z,162,1820,,43,43,90.0,96.0,1
z,162,1821,,43,43,90.0,96.0,1
z,162,1822,,43,43,90.0,96.0,1
z,162,1823,,43,43,90.0,96.0,1
z,162,1824,,43,43,90.0,96.0,1
z,162,1825,,43,43,90.0,96.0,1
z,162,1827,,43,43,90.0,96.0,1
z,162,1830,,43,43,90.0,96.0,1
z,162,1831,,43,43,90.0,96.0,1
z,162,1832,,43,43,90.0,96.0,1
z,162,1833,,43,43,90.0,96.0,1
z,162,1834,,43,43,90.0,96.0,1
z,162,1835,,43,43,90.0,96.0,1
z,162,1836,,43,43,90.0,96.0,1
z,162,1837,,43,43,90.0,96.0,1
z,162,1838,,43,43,90.0,96.0,1
z,162,1839,,43,43,90.0,96.0,1
z,162,1840,,43,43,90.0,96.0,1
z,162,1841,,43,43,90.0,96.0,1
z,162,1842,,43,43,90.0,96.0,1
z,162,1843,,43,43,90.0,96.0,1
z,162,1844,,43,43,90.0,96.0,1
z,162,1845,,43,43,90.0,96.0,1
z,162,1846,,43,43,90.0,96.0,1
z,162,1847,,43,43,90.0,96.0,1
z,162,1848,,43,43,90.0,96.0,1
z,162,1849,,43,43,90.0,96.0,1
z,162,1850,,43,43,90.0,96.0,1
z,162,1851,,43,43,90.0,96.0,1
z,162,1852,,43,43,90.0,96.0,1
z,162,1853,,43,43,90.0,96.0,1
z,162,1854,,43,43,90.0,96.0,1
z,162,1855,,43,43,90.0,96.0,1
z,162,1856,,43,43,90.0,96.0,1
z,162,1857,,43,43,90.0,96.0,1
z,162,1858,,43,43,90.0,96.0,1
z,162,1859,,43,43,90.0,96.0,1
z,162,1860,,43,43,90.0,96.0,1
z,162,1861,,43,43,90.0,96.0,1
z,162,1862,,43,43,90.0,96.0,1
z,162,1863,,43,43,90.0,96.0,1
z,162,1864,,43,43,90.0,96.0,1
z,162,1865,,43,43,90.0,96.0,1
z,162,1866,,43,43,90.0,96.0,1
z,162,1867,,43,43,90.0,96.0,1
z,162,1868,,43,43,90.0,96.0,1
z,162,1869,,43,43,90.0,96.0,1
z,162,1870,,43,43,90.0,96.0,1
z,162,1871,,43,43,90.0,96.0,1
z,162,1872,,43,43,90.0,96.0,1
z,162,1873,,43,43,90.0,96.0,1
z,162,1874,,43,43,90.0,96.0,1
z,162,1875,,43,43,90.0,96.0,1
z,162,1876,,43,43,90.0,96.0,1
z,162,1877,,43,43,90.0,96.0,1
z,162,1878,,43,43,90.0,96.0,1
z,162,1879,,43,43,90.0,96.0,1
z,162,1880,,43,43,90.0,96.0,1
z,162,1881,,43,43,90.0,96.0,1
z,162,1882,,43,43,90.0,96.0,1
z,162,1883,,43,43,90.0,96.0,1
z,162,1884,,43,43,90.0,96.0,1
z,162,1885,,43,43,90.0,96.0,1
z,162,1886,,43,43,90.0,96.0,1
z,162,1887,,43,43,90.0,96.0,1
z,162,1888,,43,43,90.0,96.0,1
z,162,1889,,43,43,90.0,96.0,1
z,162,1890,,43,43,90.0,96.0,1
z,162,1891,,43,43,90.0,96.0,1
z,162,1892,,44,44,90.0,96.0,1
z,162,1893,,44,44,90.0,96.0,1
z,162,1894,,44,44,90.0,96.0,1
z,162,1895,,44,44,90.0,96.0,1
z,162,1896,,44,44,90.0,96.0,1
z,162,1897,,44,44,90.0,96.0,1
z,162,1898,,44,44,90.0,96.0,1
z,162,1899,,44,44,90.0,96.0,1
z,162,1900,,44,44,90.0,96.0,1
z,162,1901,,44,44,90.0,96.0,1
z,162,1902,,44,44,90.0,96.0,1
z,162,1903,,44,44,90.0,96.0,1
z,162,1904,,44,44,90.0,96.0,1
z,162,1905,,44,44,90.0,96.0,1
z,162,1906,,44,44,90.0,96.0,1
z,162,1907,,44,44,90.0,96.0,1
z,162,1908,,44,44,90.0,96.0,1
z,162,1909,,44,44,90.0,96.0,1
z,162,1910,,44,44,90.0,96.0,1
z,162,1911,,44,44,90.0,96.0,1
z,162,1912,,44,44,90.0,96.0,1
z,162,1913,,44,44,90.0,96.0,1
z,162,1914,,44,44,90.0,96.0,1
z,162,1915,,44,44,90.0,96.0,1
z,162,1916,,44,44,90.0,96.0,1
z,162,1917,,44,44,90.0,96.0,1
z,162,1918,,44,44,90.0,96.0,1
z,162,1919,,44,44,90.0,96.0,1
z,162,1920,,44,44,90.0,96.0,1
z,162,1921,,44,44,90.0,96.0,1
z,162,1922,,44,44,90.0,96.0,1
z,162,1923,,44,44,90.0,96.0,1
z,162,1924,,44,44,90.0,96.0,1
z,162,1925,,44,44,90.0,96.0,1
z,162,1926,,44,44,90.0,96.0,1
z,162,1927,,44,44,90.0,96.0,1
z,162,1928,,44,44,90.0,96.0,1
z,162,1929,,44,44,90.0,96.0,1
z,162,1930,,44,44,90.0,96.0,1
z,162,1931,,44,44,90.0,96.0,1
z,162,1932,,44,44,90.0,96.0,1
z,162,1933,,44,44,90.0,96.0,1
z,162,1934,,44,44,90.0,96.0,1
z,162,1935,,44,44,90.0,96.0,1
z,162,1936,,44,44,90.0,96.0,1
z,162,1937,,44,44,90.0,96.0,1
z,162,1938,,44,44,90.0,96.0,1
z,162,1939,,44,44,90.0,96.0,1
z,162,1940,,44,44,90.0,96.0,1
z,162,1941,,44,44,90.0,96.0,1
z,162,1942,,44,44,90.0,96.0,1
z,162,1943,,44,44,90.0,96.0,1
z,162,1944,,44,44,90.0,96.0,1
z,162,1945,,44,44,90.0,96.0,1
z,162,1946,,44,44,90.0,96.0,1
z,162,1947,,44,44,90.0,96.0,1
z,162,1948,,44,44,90.0,96.0,1
z,162,1949,,44,44,90.0,96.0,1
z,162,1950,,44,44,90.0,96.0,1
z,162,1951,,44,44,90.0,96.0,1
z,162,1952,,44,44,90.0,96.0,1
z,162,1954,,45,45,90.0,96.0,1
z,162,1955,,45,45,90.0,96.0,1
z,162,1956,,45,45,90.0,96.0,1
z,162,1959,,45,45,90.0,96.0,1
z,162,1964,,45,45,90.0,96.0,1
z,162,1965,,45,45,90.0,96.0,1
z,162,1966,,45,45,90.0,96.0,1
z,162,1967,,45,45,90.0,96.0,1
z,162,1968,,45,45,90.0,96.0,1
z,162,1971,,45,45,90.0,96.0,1
z,162,1974,,45,45,90.0,96.0,1
z,162,1975,,45,45,90.0,96.0,1
z,162,1977,,45,45,90.0,96.0,1
z,162,1979,,45,45,90.0,96.0,1
z,162,1980,,45,45,90.0,96.0,1
z,162,1981,,45,45,90.0,96.0,1
z,162,1982,,45,45,90.0,96.0,1
z,162,1983,,45,45,90.0,96.0,1
z,162,1984,,45,45,90.0,96.0,1
z,162,1985,,45,45,90.0,96.0,1
z,162,1986,,45,45,90.0,96.0,1
z,162,1987,,45,45,90.0,96.0,1
z,162,1988,,45,45,90.0,96.0,1
z,162,1989,,45,45,90.0,96.0,1
z,162,1990,,45,45,90.0,96.0,1
z,162,1991,,45,45,90.0,96.0,1
z,162,1992,,45,45,90.0,96.0,1
z,162,1993,,45,45,90.0,96.0,1
z,162,1994,,45,45,90.0,96.0,1
z,162,1995,,45,45,90.0,96.0,1
z,162,1996,,45,45,90.0,96.0,1
z,162,1997,,45,45,90.0,96.0,1
z,162,1998,,45,45,90.0,96.0,1
z,162,1999,,45,45,90.0,96.0,1
z,162,2000,,45,45,90.0,96.0,1
z,162,2001,,45,45,90.0,96.0,1
z,162,2002,,45,45,90.0,96.0,1
z,162,2003,,45,45,90.0,96.0,1
z,162,2004,,45,45,90.0,96.0,1
z,162,2005,,45,45,90.0,96.0,1
z,162,2006,,45,45,90.0,96.0,1
z,162,2007,,45,45,90.0,96.0,1
z,162,2008,,45,45,90.0,96.0,1
z,162,2009,,45,45,90.0,96.0,1
z,162,2010,,45,45,90.0,96.0,1
z,162,2011,,45,45,90.0,96.0,1
z,162,2012,,45,45,90.0,96.0,1
z,162,2013,,45,45,90.0,96.0,1
z,162,2014,,45,45,90.0,96.0,1
z,162,2015,,45,45,90.0,96.0,1
z,162,2016,,45,45,90.0,96.0,1
z,162,2017,,45,45,90.0,96.0,1
z,162,2018,,45,45,90.0,96.0,1
z,162,2019,,45,45,90.0,96.0,1
z,162,2020,,45,45,90.0,96.0,1
z,162,2021,,45,45,90.0,96.0,1
z,162,2022,,45,45,90.0,96.0,1
z,162,2023,,45,45,90.0,96.0,1
z,162,2024,,45,45,90.0,96.0,1
z,162,2025,,45,45,90.0,96.0,1
z,162,2026,,45,45,90.0,96.0,1
z,162,2027,,45,45,90.0,96.0,1
z,162,2028,,45,45,90.0,96.0,1
z,162,2029,,45,45,90.0,96.0,1
z,162,2030,,45,45,90.0,96.0,1
z,162,2031,,45,45,90.0,96.0,1
z,162,2032,,45,45,90.0,96.0,1
z,162,2033,,45,45,90.0,96.0,1
z,162,2034,,45,45,90.0,96.0,1
z,162,2035,,45,45,90.0,96.0,1
z,162,2036,,45,45,90.0,96.0,1
z,162,2037,,45,45,90.0,96.0,1
z,162,2038,,45,45,90.0,96.0,1
z,162,2039,,45,45,90.0,96.0,1
z,162,2040,,45,45,90.0,96.0,1
z,162,2041,,45,45,90.0,96.0,1
z,162,2042,,45,45,90.0,96.0,1
z,162,2043,,45,45,90.0,96.0,1
z,162,2044,,45,45,90.0,96.0,1
z,162,2045,,45,45,90.0,96.0,1
z,162,2046,,45,45,90.0,96.0,1
z,162,2047,,45,45,90.0,96.0,1
z,162,2048,,45,45,90.0,96.0,1
z,162,2049,,45,45,90.0,96.0,1
z,162,2050,,45,45,90.0,96.0,1
z,162,2051,,45,45,90.0,96.0,1
z,162,2052,,45,45,90.0,96.0,1
z,162,2053,,45,45,90.0,96.0,1
z,162,2054,,45,45,90.0,96.0,1
z,162,2055,,45,45,90.0,96.0,1
z,162,2056,,45,45,90.0,96.0,1
z,162,2057,,45,45,90.0,96.0,1
z,162,2058,,45,45,90.0,96.0,1
z,162,2059,,45,45,90.0,96.0,1
z,162,2060,,45,45,90.0,96.0,1
z,162,2061,,45,45,90.0,96.0,1
z,162,2062,,45,45,90.0,96.0,1
z,162,2063,,45,45,90.0,96.0,1
z,162,2064,,45,45,90.0,96.0,1
z,162,2065,,45,45,90.0,96.0,1
z,162,2066,,45,45,90.0,96.0,1
z,162,2067,,45,45,90.0,96.0,1
z,162,2068,,45,45,90.0,96.0,1
z,162,2069,,45,45,90.0,96.0,1
z,162,2070,,45,45,90.0,96.0,1
z,162,2071,,45,45,90.0,96.0,1
z,162,2072,,45,45,90.0,96.0,1
z,162,2073,,45,45,90.0,96.0,1
z,162,2074,,45,45,90.0,96.0,1
z,162,2075,,45,45,90.0,96.0,1
z,162,2076,,45,45,90.0,96.0,1
z,162,2077,,45,45,90.0,96.0,1
z,162,2078,,45,45,90.0,96.0,1
z,162,2079,,45,45,90.0,96.0,1
z,162,2080,,45,45,90.0,96.0,1
z,162,2081,,45,45,90.0,96.0,1
z,162,2082,,45,45,90.0,96.0,1
z,162,2083,,45,45,90.0,96.0,1
z,162,2084,,45,45,90.0,96.0,1
z,162,2085,,45,45,90.0,96.0,1
z,162,2086,,45,45,90.0,96.0,1
z,162,2087,,45,45,90.0,96.0,1
z,162,2088,,45,45,90.0,96.0,1
z,162,2089,,45,45,90.0,96.0,1
z,162,2090,,45,45,90.0,96.0,1
z,162,2091,,45,45,90.0,96.0,1
z,162,2092,,45,45,90.0,96.0,1
z,162,2093,,45,45,90.0,96.0,1
z,162,2094,,45,45,90.0,96.0,1
z,162,2095,,45,45,90.0,96.0,1
z,162,2096,,45,45,90.0,96.0,1
z,162,2097,,45,45,90.0,96.0,1
z,162,2098,,45,45,90.0,96.0,1
z,162,2099,,45,45,90.0,96.0,1
z,162,2100,,51,51,90.0,96.0,1
z,162,2101,,51,51,90.0,96.0,1
z,162,2102,,46,46,90.0,96.0,1
z,162,2103,,46,46,90.0,96.0,1
z,162,2104,,46,46,90.0,96.0,1
z,162,2105,,46,46,90.0,96.0,1
z,162,2106,,46,46,90.0,96.0,1
z,162,2107,,46,46,90.0,96.0,1
z,162,2108,,46,46,90.0,96.0,1
z,162,2109,,46,46,90.0,96.0,1
z,162,2110,,46,46,90.0,96.0,1
z,162,2111,,46,46,90.0,96.0,1
z,162,2112,,46,46,90.0,96.0,1
z,162,2113,,46,46,90.0,96.0,1
z,162,2114,,46,46,90.0,96.0,1
z,162,2115,,46,46,90.0,96.0,1
z,162,2116,,46,46,90.0,96.0,1
z,162,2117,,46,46,90.0,96.0,1
z,162,2118,,46,46,90.0,96.0,1
z,162,2119,,46,46,90.0,96.0,1
z,162,2120,,46,46,90.0,96.0,1
z,162,2121,,46,46,90.0,96.0,1
z,162,2122,,46,46,90.0,96.0,1
z,162,2123,,46,46,90.0,96.0,1
z,162,2124,,46,46,90.0,96.0,1
z,162,2125,,46,46,90.0,96.0,1
z,162,2126,,46,46,90.0,96.0,1
z,162,2127,,46,46,90.0,96.0,1
z,162,2128,,46,46,90.0,96.0,1
z,162,2129,,46,46,90.0,96.0,1
z,162,2130,,46,46,90.0,96.0,1
z,162,2132,,47,47,90.0,96.0,1
z,162,2133,,36,36,90.0,96.0,1
z,162,2134,,47,47,90.0,96.0,1
z,162,2135,,47,47,90.0,96.0,1
z,162,2136,,47,47,90.0,96.0,1
z,162,2137,,47,47,90.0,96.0,1
z,162,2138,,47,47,90.0,96.0,1
z,162,2139,,47,47,90.0,96.0,1
z,162,2140,,47,47,90.0,96.0,1
z,162,2141,,47,47,90.0,96.0,1
z,162,2142,,47,47,90.0,96.0,1
z,162,2143,,47,47,90.0,96.0,1
z,162,2144,,47,47,90.0,96.0,1
z,162,2145,,47,47,90.0,96.0,1
z,162,2146,,47,47,90.0,96.0,1
z,162,2147,,47,47,90.0,96.0,1
z,162,2148,,47,47,90.0,96.0,1
z,162,2149,,47,47,90.0,96.0,1
z,162,2150,,47,47,90.0,96.0,1
z,162,2151,,47,47,90.0,96.0,1
z,162,2152,,47,47,90.0,96.0,1
z,162,2153,,47,47,90.0,96.0,1
z,162,2154,,47,47,90.0,96.0,1
z,162,2155,,47,47,90.0,96.0,1
z,162,2156,,47,47,90.0,96.0,1
z,162,2157,,47,47,90.0,96.0,1
z,162,2158,,47,47,90.0,96.0,1
z,162,2159,,47,47,90.0,96.0,1
z,162,2160,,47,47,90.0,96.0,1
z,162,2161,,47,47,90.0,96.0,1
z,162,2162,,47,47,90.0,96.0,1
z,162,2163,,47,47,90.0,96.0,1
z,162,2164,,47,47,90.0,96.0,1
z,162,2165,,47,47,90.0,96.0,1
z,162,2166,,47,47,90.0,96.0,1
z,162,2167,,47,47,90.0,96.0,1
z,162,2168,,47,47,90.0,96.0,1
z,162,2169,,47,47,90.0,96.0,1
z,162,2170,,47,47,90.0,96.0,1
z,162,2171,,47,47,90.0,96.0,1
z,162,2172,,47,47,90.0,96.0,1
z,162,2173,,47,47,90.0,96.0,1
z,162,2174,,47,47,90.0,96.0,1
z,162,2175,,47,47,90.0,96.0,1
z,162,2176,,47,47,90.0,96.0,1
z,162,2177,,47,47,90.0,96.0,1
z,162,2178,,47,47,90.0,96.0,1
z,162,2179,,47,47,90.0,96.0,1
z,162,2180,,47,47,90.0,96.0,1
z,162,2181,,47,47,90.0,96.0,1
z,162,2182,,47,47,90.0,96.0,1
z,162,2183,,47,47,90.0,96.0,1
z,162,2184,,47,47,90.0,96.0,1
z,162,2185,,47,47,90.0,96.0,1
z,162,2186,,47,47,90.0,96.0,1
z,162,2187,,47,47,90.0,96.0,1
z,162,2188,,47,47,90.0,96.0,1
z,162,2189,,47,47,90.0,96.0,1
z,162,2192,,50,50,90.0,96.0,1
z,162,2195,,48,48,90.0,96.0,1
z,162,2196,,48,48,90.0,96.0,1
z,162,2198,,48,48,90.0,96.0,1
z,162,2199,,48,48,90.0,96.0,1
z,162,2200,,48,48,90.0,96.0,1
z,162,2201,,48,48,90.0,96.0,1
z,162,2202,,48,48,90.0,96.0,1
z,162,2203,,48,48,90.0,96.0,1
z,162,2204,,48,48,90.0,96.0,1
z,162,2205,,48,48,90.0,96.0,1
z,162,2206,,48,48,90.0,96.0,1
z,162,2207,,48,48,90.0,96.0,1
z,162,2208,,48,48,90.0,96.0,1
z,162,2209,,48,48,90.0,96.0,1
z,162,2210,,48,48,90.0,96.0,1
z,162,2211,,48,48,90.0,96.0,1
z,162,2212,,48,48,90.0,96.0,1
z,162,2213,,48,48,90.0,96.0,1
z,162,2214,,48,48,90.0,96.0,1
z,162,2215,,48,48,90.0,96.0,1
z,162,2216,,48,48,90.0,96.0,1
z,162,2217,,48,48,90.0,96.0,1
z,162,2218,,48,48,90.0,96.0,1
z,162,2219,,48,48,90.0,96.0,1
z,162,2220,,48,48,90.0,96.0,1
z,162,2221,,48,48,90.0,96.0,1
z,162,2222,,48,48,90.0,96.0,1
z,162,2223,,48,48,90.0,96.0,1
z,162,2224,,48,48,90.0,96.0,1
z,162,2225,,48,48,90.0,96.0,1
z,162,2226,,48,48,90.0,96.0,1
z,162,2227,,48,48,90.0,96.0,1
z,162,2228,,48,48,90.0,96.0,1
z,162,2229,,48,48,90.0,96.0,1
z,162,2230,,48,48,90.0,96.0,1
z,162,2231,,48,48,90.0,96.0,1
z,162,2232,,48,48,90.0,96.0,1
z,162,2233,,48,48,90.0,96.0,1
z,162,2234,,48,48,90.0,96.0,1
z,162,2235,,48,48,90.0,96.0,1
z,162,2236,,48,48,90.0,96.0,1
z,162,2237,,48,48,90.0,96.0,1
z,162,2238,,49,49,90.0,96.0,1
z,162,2239,,49,49,90.0,96.0,1
z,162,2240,,49,49,90.0,96.0,1
z,162,2241,,49,49,90.0,96.0,1
z,162,2242,,49,49,90.0,96.0,1
z,162,2243,,49,49,90.0,96.0,1
z,162,2244,,49,49,90.0,96.0,1
z,162,2245,,49,49,90.0,96.0,1
z,162,2246,,49,49,90.0,96.0,1
z,162,2247,,49,49,90.0,96.0,1
z,162,2248,,49,49,90.0,96.0,1
z,162,2249,,49,49,90.0,96.0,1
z,162,2250,,49,49,90.0,96.0,1
z,162,2251,,49,49,90.0,96.0,1
z,162,2252,,49,49,90.0,96.0,1
z,162,2253,,49,49,90.0,96.0,1
z,162,2254,,49,49,90.0,96.0,1
z,162,2255,,49,49,90.0,96.0,1
z,162,2256,,49,49,90.0,96.0,1
z,162,2257,,49,49,90.0,96.0,1
z,162,2258,,49,49,90.0,96.0,1
z,162,2259,,49,49,90.0,96.0,1
z,162,2260,,49,49,90.0,96.0,1
z,162,2261,,49,49,90.0,96.0,1
z,162,2262,,49,49,90.0,96.0,1
z,162,2263,,49,49,90.0,96.0,1
z,162,2264,,49,49,90.0,96.0,1
z,162,2265,,49,49,90.0,96.0,1
z,162,2266,,49,49,90.0,96.0,1
z,162,2267,,49,49,90.0,96.0,1
z,162,2268,,49,49,90.0,96.0,1
z,162,2269,,49,49,90.0,96.0,1
z,162,2270,,49,49,90.0,96.0,1
z,162,2271,,49,49,90.0,96.0,1
z,162,2272,,49,49,90.0,96.0,1
z,162,2273,,49,49,90.0,96.0,1
z,162,2274,,49,49,90.0,96.0,1
z,162,2275,,49,49,90.0,96.0,1
z,162,2276,,49,49,90.0,96.0,1
z,162,2277,,49,49,90.0,96.0,1
z,162,2278,,49,49,90.0,96.0,1
z,162,2279,,49,49,90.0,96.0,1
z,162,2280,,49,49,90.0,96.0,1
z,162,2281,,49,49,90.0,96.0,1
z,162,2282,,49,49,90.0,96.0,1
z,162,2283,,49,49,90.0,96.0,1
z,162,2284,,49,49,90.0,96.0,1
z,162,2285,,49,49,90.0,96.0,1
z,162,2286,,49,49,90.0,96.0,1
z,162,2287,,49,49,90.0,96.0,1
z,162,2288,,49,49,90.0,96.0,1
z,162,2289,,49,49,90.0,96.0,1
z,162,2290,,49,49,90.0,96.0,1
z,162,2291,,49,49,90.0,96.0,1
z,162,2292,,49,49,90.0,96.0,1
z,162,2293,,49,49,90.0,96.0,1
z,162,2294,,49,49,90.0,96.0,1
z,162,2295,,49,49,90.0,96.0,1
z,162,2296,,49,49,90.0,96.0,1
z,162,2297,,49,49,90.0,96.0,1
z,162,2298,,49,49,90.0,96.0,1
z,162,2299,,49,49,90.0,96.0,1
z,162,2300,,49,49,90.0,96.0,1
z,162,2301,,50,50,90.0,96.0,1
z,162,2302,,50,50,90.0,96.0,1
z,162,2306,,50,50,90.0,96.0,1
z,162,2307,,50,50,90.0,96.0,1
z,162,2308,,55,55,90.0,96.0,1
z,162,2309,,57,57,90.0,96.0,1
z,162,2310,,50,50,90.0,96.0,1
z,162,2311,,50,50,90.0,96.0,1
z,162,2312,,50,50,90.0,96.0,1
z,162,2313,,50,50,90.0,96.0,1
z,162,2314,,50,50,90.0,96.0,1
z,162,2315,,50,50,90.0,96.0,1
z,162,2316,,50,50,90.0,96.0,1
z,162,2317,,50,50,90.0,96.0,1
z,162,2318,,50,50,90.0,96.0,1
z,162,2319,,50,50,90.0,96.0,1
z,162,2320,,50,50,90.0,96.0,1
z,162,2321,,50,50,90.0,96.0,1
z,162,2322,,50,50,90.0,96.0,1
z,162,2323,,50,50,90.0,96.0,1
z,162,2324,,50,50,90.0,96.0,1
z,162,2325,,50,50,90.0,96.0,1
z,162,2326,,50,50,90.0,96.0,1
z,162,2327,,50,50,90.0,96.0,1
z,162,2328,,50,50,90.0,96.0,1
z,162,2329,,50,50,90.0,96.0,1
z,162,2330,,50,50,90.0,96.0,1
z,162,2331,,50,50,90.0,96.0,1
z,162,2332,,50,50,90.0,96.0,1
z,162,2333,,50,50,90.0,96.0,1
z,162,2334,,50,50,90.0,96.0,1
z,162,2335,,50,50,90.0,96.0,1
z,162,2336,,50,50,90.0,96.0,1
z,162,2337,,50,50,90.0,96.0,1
z,162,2338,,50,50,90.0,96.0,1
z,162,2339,,50,50,90.0,96.0,1
z,162,2340,,50,50,90.0,96.0,1
z,162,2341,,50,50,90.0,96.0,1
z,162,2342,,50,50,90.0,96.0,1
z,162,2343,,50,50,90.0,96.0,1
z,162,2344,,50,50,90.0,96.0,1
z,162,2345,,50,50,90.0,96.0,1
z,162,2346,,50,50,90.0,96.0,1
z,162,2347,,50,50,90.0,96.0,1
z,162,2348,,50,50,90.0,96.0,1
z,162,2349,,50,50,90.0,96.0,1
z,162,2350,,50,50,90.0,96.0,1
z,162,2351,,50,50,90.0,96.0,1
z,162,2352,,50,50,90.0,96.0,1
z,162,2353,,50,50,90.0,96.0,1
z,162,2354,,50,50,90.0,96.0,1
z,162,2355,,50,50,90.0,96.0,1
z,162,2356,,50,50,90.0,96.0,1
z,162,2357,,50,50,90.0,96.0,1
z,162,2358,,50,50,90.0,96.0,1
z,162,2359,,50,50,90.0,96.0,1
z,162,2360,,50,50,90.0,96.0,1
z,162,2361,,50,50,90.0,96.0,1
z,162,2362,,50,50,90.0,96.0,1
z,162,2363,,50,50,90.0,96.0,1
z,162,2364,,50,50,90.0,96.0,1
z,162,2365,,50,50,90.0,96.0,1
z,162,2366,,50,50,90.0,96.0,1
z,162,2367,,50,50,90.0,96.0,1
z,162,2368,,50,50,90.0,96.0,1
z,162,2369,,50,50,90.0,96.0,1
z,162,2370,,50,50,90.0,96.0,1
z,162,2371,,50,50,90.0,96.0,1
z,162,2372,,50,50,90.0,96.0,1
z,162,2373,,50,50,90.0,96.0,1
z,162,2374,,50,50,90.0,96.0,1
z,162,2375,,50,50,90.0,96.0,1
z,162,2376,,50,50,90.0,96.0,1
z,162,2377,,50,50,90.0,96.0,1
z,162,2378,,50,50,90.0,96.0,1
z,162,2379,,50,50,90.0,96.0,1
z,162,2380,,50,50,90.0,96.0,1
z,162,2381,,50,50,90.0,96.0,1
z,162,2382,,50,50,90.0,96.0,1
z,162,2383,,50,50,90.0,96.0,1
z,162,2384,,50,50,90.0,96.0,1
z,162,2385,,50,50,90.0,96.0,1
z,162,2386,,50,50,90.0,96.0,1
z,162,2387,,50,50,90.0,96.0,1
z,162,2388,,50,50,90.0,96.0,1
z,162,2389,,48,48,90.0,96.0,1
z,162,2395,,51,51,90.0,96.0,1
z,162,2396,,51,51,90.0,96.0,1
z,162,2397,,51,51,90.0,96.0,1
z,162,2398,,51,51,90.0,96.0,1
z,162,2399,,51,51,90.0,96.0,1
z,162,2400,,51,51,90.0,96.0,1
z,162,2401,,51,51,90.0,96.0,1
z,162,2402,,51,51,90.0,96.0,1
z,162,2403,,51,51,90.0,96.0,1
z,162,2404,,51,51,90.0,96.0,1
z,162,2405,,51,51,90.0,96.0,1
z,162,2406,,51,51,90.0,96.0,1
z,162,2407,,51,51,90.0,96.0,1
z,162,2408,,51,51,90.0,96.0,1
z,162,2409,,51,51,90.0,96.0,1
z,162,2410,,51,51,90.0,96.0,1
z,162,2411,,51,51,90.0,96.0,1
z,162,2412,,51,51,90.0,96.0,1
z,162,2413,,51,51,90.0,96.0,1
z,162,2414,,51,51,90.0,96.0,1
z,162,2415,,51,51,90.0,96.0,1
z,162,2416,,51,51,90.0,96.0,1
z,162,2417,,51,51,90.0,96.0,1
z,162,2418,,51,51,90.0,96.0,1
z,162,2419,,51,51,90.0,96.0,1
z,162,2420,,51,51,90.0,96.0,1
z,162,2421,,51,51,90.0,96.0,1
z,162,2422,,51,51,90.0,96.0,1
z,162,2423,,51,51,90.0,96.0,1
z,162,2424,,51,51,90.0,96.0,1
z,162,2425,,51,51,90.0,96.0,1
z,162,2426,,51,51,90.0,96.0,1
z,162,2427,,51,51,90.0,96.0,1
z,162,2428,,51,51,90.0,96.0,1
z,162,2429,,51,51,90.0,96.0,1
z,162,2430,,51,51,90.0,96.0,1
z,162,2431,,51,51,90.0,96.0,1
z,162,2432,,51,51,90.0,96.0,1
z,162,2433,,51,51,90.0,96.0,1
z,162,2434,,51,51,90.0,96.0,1
z,162,2435,,51,51,90.0,96.0,1
z,162,2436,,51,51,90.0,96.0,1
z,162,2437,,51,51,90.0,96.0,1
z,162,2438,,51,51,90.0,96.0,1
z,162,2439,,51,51,90.0,96.0,1
z,162,2440,,51,51,90.0,96.0,1
z,162,2441,,51,51,90.0,96.0,1
z,162,2442,,51,51,90.0,96.0,1
z,162,2443,,51,51,90.0,96.0,1
z,162,2444,,51,51,90.0,96.0,1
z,162,2445,,51,51,90.0,96.0,1
z,162,2446,,51,51,90.0,96.0,1
z,162,2447,,51,51,90.0,96.0,1
z,162,2448,,51,51,90.0,96.0,1
z,162,2449,,51,51,90.0,96.0,1
z,162,2450,,51,51,90.0,96.0,1
z,162,2451,,52,52,90.0,96.0,1
z,162,2453,,52,52,90.0,96.0,1
z,162,2454,,52,52,90.0,96.0,1
z,162,2455,,52,52,90.0,96.0,1
z,162,2456,,52,52,90.0,96.0,1
z,162,2457,,52,52,90.0,96.0,1
z,162,2458,,52,52,90.0,96.0,1
z,162,2459,,52,52,90.0,96.0,1
z,162,2460,,52,52,90.0,96.0,1
z,162,2461,,52,52,90.0,96.0,1
z,162,2462,,52,52,90.0,96.0,1
z,162,2463,,52,52,90.0,96.0,1
z,162,2464,,52,52,90.0,96.0,1
z,162,2465,,52,52,90.0,96.0,1
z,162,2466,,52,52,90.0,96.0,1
z,162,2467,,52,52,90.0,96.0,1
z,162,2468,,52,52,90.0,96.0,1
z,162,2469,,52,52,90.0,96.0,1
z,162,2470,,52,52,90.0,96.0,1
z,162,2471,,52,52,90.0,96.0,1
z,162,2472,,52,52,90.0,96.0,1
z,162,2473,,52,52,90.0,96.0,1
z,162,2474,,52,52,90.0,96.0,1
z,162,2475,,52,52,90.0,96.0,1
z,162,2476,,52,52,90.0,96.0,1
